complaint_id,date_received,province,district,operator,service_type,complaint_category,channel,description,customer_age,customer_gender,status,resolution_days,satisfaction_score
RURA-ICT-00151,17-Nov-2023,Western Province,Karongi,Broadband Systems Corporation,Fixed Voice,Unsolicited SMS/Spam,Email,SIM card registered under wrong national ID.,,Female,Closed,0,
RURA-ICT-00117,2023-03-25,Northern Province,Burera,,SMS,SIM Registration Issue,USSD,Customer reports repeated call drops in Burera.,49,Female,Open,,4
RURA-ICT-00256,10-14-2024,Kigali City,Gasabo,M.T.N Rwanda,SMS,Network Outage,Call Center,Delay of over a week in activating new fixed internet line.,42,Other,In Progress,11,2
RURA-ICT-00288,19/08/2024,Eastern Province,Nyagatare,Broadband Systems Corporation,Mobile Data/Internet,Data Bundle Deduction Issue,USSD,,81,male,OPEN,,
RURA-ICT-00193,2024-02-16,Kigali City,Kicukiro,REG ICT,Fixed Voice,Customer Care Unresponsive,Social Media,,84,Male,resolved,9,
RURA-ICT-00566,05/02/2024,Northern Province,Burera,M.T.N Rwanda,Mobile Voice,Billing Dispute,Email,Received unsolicited promotional SMS despite opt-out request.,,M,open,,2
RURA-ICT-00648,2023-02-25,Northern Province,Musanze,AIRTEL,Fixed Voice,Network Outage,Web Portal,SIM card registered under wrong national ID.,25,Other,resolved,27,
RURA-ICT-00163,25/01/2024,Eastern Province,Kirehe,M.T.N Rwanda,Mobile Data/Internet,Slow Internet Speed,USSD,Billed for services not subscribed to.,54,male,OPEN,,1
RURA-ICT-00836,18-Aug-2024,Northern Province,Gakenke,Liquid Telecom Rwanda,Mobile Data/Internet,Mobile Money Transaction Failure,Walk-in,,84,M,In Progress,20,
RURA-ICT-00731,2024-05-08,Kigali City,gasabo,,Fixed Internet,Service Activation Delay,Web Portal,Received unsolicited promotional SMS despite opt-out request.,64,Male,Open,,4
RURA-ICT-00546,01-23-2024,Western Province,Karongi,MTN Rwanda,Mobile Data/Internet,Billing Dispute,Walk-in,Received unsolicited promotional SMS despite opt-out request.,70,Female,Closed,24,2
RURA-ICT-00122,2024-02-15,Southern Province,Huye,Broadband Systems Corporation,Mobile Money,SIM Registration Issue,Social Media,Customer reports repeated call drops in Huye.,40,female,Resolved,2,4
RURA-ICT-00426,05-10-2024,Eastern Province,Kirehe,liquid telecom,Mobile Data/Internet,Mobile Money Fraud/Scam,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,22,Male,closed,14,5
RURA-ICT-00168,2024-01-04,Eastern Province,Nyagatare,broadband systems,SMS,Data Bundle Deduction Issue,USSD,,47,female,Open,,
RURA-ICT-00156,08-20-2023,Southern Province,Nyaruguru,mtn rwanda,Fixed Internet,Unsolicited SMS/Spam,USSD,,26,M,Closed,12,4
RURA-ICT-00164,10-Sep-2023,Northern Province,Rulindo,Liquid Telecom,Mobile Money,Unsolicited SMS/Spam,Call Center,Received suspicious SMS asking for mobile money PIN.,41,Other,Resolved,9,
RURA-ICT-00576,2024-06-03,Northern Province,Burera,Airtel Rwanda,Mobile Data/Internet,Slow Internet Speed,USSD,Mobile money transfer deducted but recipient did not receive funds.,75,male,Closed,6,
RURA-ICT-00104,14-Feb-2023,Kigali City,Nyarugenge,,SMS,Customer Care Unresponsive,Call Center,Customer care line not answering after multiple attempts.,48,M,resolved,2,1
RURA-ICT-00311,06-15-2023,Northern Province,Gicumbi,broadband systems,SMS,Slow Internet Speed,Social Media,Complainant charged twice for the same data bundle.,56,male,open,,5
RURA-ICT-00297,2023-06-23,Southern Province,Kamonyi,M.T.N Rwanda,SMS,Customer Care Unresponsive,Web Portal,Delay of over a week in activating new fixed internet line.,16,Male,Closed,8,3
RURA-ICT-00872,14/06/2023,Northern Province,Gakenke,REG-ICT,Mobile Voice,Data Bundle Deduction Issue,Walk-in,Customer care line not answering after multiple attempts.,36,,OPEN,,2
RURA-ICT-00347,12-27-2023,Western Province,Nyamasheke,Liquid Telecom,Fixed Internet,Billing Dispute,Call Center,Billed for services not subscribed to.,46,male,Resolved,20,
RURA-ICT-00487,2024-03-12,Western Province,Karongi,MTN RWANDA,Mobile Money,Slow Internet Speed,Walk-in,Billed for services not subscribed to.,,female,resolved,21,
RURA-ICT-00458,08-Jan-2024,Northern Province,Gicumbi,broadband systems,Fixed Voice,SIM Registration Issue,Walk-in,Received suspicious SMS asking for mobile money PIN.,25,Female,In Progress,1,
RURA-ICT-00598,05-Feb-2024,Kigali City,Nyarugenge,BSC,Fixed Internet,Service Activation Delay,Social Media,,,male,Resolved,29,
RURA-ICT-00680,14/06/2024,Northern Province,Gakenke,Liquid Telecom Rwanda,Mobile Data/Internet,Slow Internet Speed,Call Center,Customer reports repeated call drops in Gakenke.,62,F,pending ,,1
RURA-ICT-00714,24/02/2023,Southern Province,Ruhango,Liquid Telecom Rwanda,Mobile Voice,Slow Internet Speed,Web Portal,,79,Male,pending ,,
RURA-ICT-00372,07-Feb-2023,Southern Province,Nyamagabe,Airtel Rwanda,SMS,Service Activation Delay,Walk-in,,82,F,Closed,-2,5
RURA-ICT-00068,07-06-2024,Kigali City,Kicukiro,liquid telecom,Fixed Internet,Billing Dispute,Walk-in,,50,Male,OPEN,,
RURA-ICT-00724,26/07/2023,Western Province,Rutsiro,Airtel,Mobile Money,Unsolicited SMS/Spam,Social Media,Mobile money transfer deducted but recipient did not receive funds.,83,Female,closed,0,1
RURA-ICT-00723,2024-10-08,Kigali City,Gasabo,MTN Rwanda,Fixed Voice,Poor Network Quality,Social Media,Delay of over a week in activating new fixed internet line.,57,F,Resolved,12,
RURA-ICT-00687,06-25-2023,Kigali City,Kicukiro,Broadband Systems Corporation,Mobile Money,Data Bundle Deduction Issue,Call Center,Customer care line not answering after multiple attempts.,46,M,open,,
RURA-ICT-00208,05/02/2023,Eastern Province,Kayonza,Liquid Telecom Rwanda,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,No network coverage since yesterday evening.,79,,Pending,,4
RURA-ICT-00366,25/12/2023,Eastern Province,Gatsibo,MTN,SMS,Data Bundle Deduction Issue,Social Media,SIM card registered under wrong national ID.,,Female,Open,,3
RURA-ICT-00321,30-Sep-2023,Eastern Province,Ngoma,broadband systems,Mobile Voice,SIM Registration Issue,Call Center,Customer reports repeated call drops in Ngoma.,,Other,OPEN,,
RURA-ICT-00093,17-Oct-2023,Kigali City,Gasabo,broadband systems,SMS,Slow Internet Speed,Walk-in,SIM card registered under wrong national ID.,59,M,Resolved,20,3
RURA-ICT-00340,20/03/2024,Western Province,Ngororero,M.T.N Rwanda,Fixed Internet,Mobile Money Fraud/Scam,Call Center,Received unsolicited promotional SMS despite opt-out request.,77,Female,resolved,20,5
RURA-ICT-00055,04-01-2023,Eastern Province,Gatsibo,BSC,Fixed Voice,Data Bundle Deduction Issue,USSD,Customer care line not answering after multiple attempts.,30,,Open,,1
RURA-ICT-00009,2023-07-02,Kigali City,Kicukiro,Broadband Systems Corporation,Fixed Internet,Network Outage,Web Portal,Received unsolicited promotional SMS despite opt-out request.,54,Female,closed,24,
RURA-ICT-00769,2023-02-06,Northern Province,Gicumbi,Liquid Telecom,Mobile Data/Internet,Customer Care Unresponsive,Web Portal,Customer reports repeated call drops in Gicumbi.,83,F,Closed,25,2
RURA-ICT-00088,2024-02-15,Western Province,Karongi,Liquid Telecom Rwanda,Fixed Internet,Poor Network Quality,Walk-in,Delay of over a week in activating new fixed internet line.,55,female,resolved,24,
RURA-ICT-00837,09-Aug-2023,Eastern Province,Rwamagana,Broadband Systems Corporation,Fixed Internet,Mobile Money Transaction Failure,Call Center,Delay of over a week in activating new fixed internet line.,17,,pending ,,1
RURA-ICT-00100,2024-01-31,Eastern Province,Ngoma,MTN RWANDA,Mobile Voice,Data Bundle Deduction Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,19,female,Resolved,26,3
RURA-ICT-00809,05-May-2023,Southern Province,Gisagara,AIRTEL,Fixed Internet,Network Outage,Social Media,Customer reports repeated call drops in Gisagara.,22,female,closed,10,1
RURA-ICT-00810,2023-11-01,Western Province,Nyamasheke,airtel rwanda,Mobile Money,Data Bundle Deduction Issue,Call Center,SIM card registered under wrong national ID.,61,M,Pending,,4
RURA-ICT-00544,28/06/2023,Southern Province,Ruhango,airtel rwanda,Mobile Voice,Network Outage,Walk-in,Received suspicious SMS asking for mobile money PIN.,38,female,Closed,7,
RURA-ICT-00790,04-10-2023,Northern Province,Burera,MTN RWANDA,Mobile Voice,Network Outage,Social Media,SIM card registered under wrong national ID.,40,M,Open,,3
RURA-ICT-00626,10-03-2023,Eastern Province,Kirehe,M.T.N Rwanda,Fixed Internet,Service Activation Delay,Call Center,Complainant charged twice for the same data bundle.,60,,closed,28,
RURA-ICT-00324,2023-09-06,Eastern Province,Ngoma,MTN,Mobile Money,Slow Internet Speed,Call Center,,76,Male,resolved,2,
RURA-ICT-00499,27/06/2023,Western Province,Rusizi,liquid telecom,Fixed Voice,Poor Network Quality,Web Portal,No network coverage since yesterday evening.,78,F,Pending,,4
RURA-ICT-00134,18-May-2023,Western Province,Rubavu,Liquid Telecom,Fixed Internet,Service Activation Delay,USSD,Customer care line not answering after multiple attempts.,30,female,pending ,,
RURA-ICT-00831,09-23-2023,Southern Province,Kamonyi,MTN,SMS,Mobile Money Fraud/Scam,Walk-in,Customer reports repeated call drops in Kamonyi.,82,,In Progress,28,
RURA-ICT-00480,18/05/2024,Western Province,Nyabihu,liquid telecom,Mobile Money,Data Bundle Deduction Issue,Walk-in,,72,M,Resolved,1,
RURA-ICT-00325,2023-06-07,Eastern Province,Rwamagana,REG ICT,Fixed Voice,Network Outage,Call Center,Billed for services not subscribed to.,45,female,Resolved,25,3
RURA-ICT-00422,30-May-2024,Western Province,Rubavu,,Mobile Data/Internet,Mobile Money Transaction Failure,Email,Received suspicious SMS asking for mobile money PIN.,24,female,Resolved,15,1
RURA-ICT-00155,2023-07-03,Kigali City,Gasabo,liquid telecom,Mobile Money,Network Outage,USSD,,83,Male,resolved,19,3
RURA-ICT-00203,12-01-2023,Eastern Province,Gatsibo,Airtel,Mobile Money,Mobile Money Fraud/Scam,Email,,45,F,resolved,4,5
RURA-ICT-00589,14/10/2023,Kigali City,Kicukiro,broadband systems,Mobile Data/Internet,Network Outage,USSD,Received unsolicited promotional SMS despite opt-out request.,76,,open,,1
RURA-ICT-00759,2023-10-13,Southern Province,Nyanza,MTN RWANDA,Fixed Internet,Unsolicited SMS/Spam,Email,No network coverage since yesterday evening.,26,Female,open,,3
RURA-ICT-00657,2024-09-17,Western Province,Nyabihu,Broadband Systems Corporation,Fixed Voice,Service Activation Delay,Social Media,Mobile money transfer deducted but recipient did not receive funds.,79,F,Closed,4,3
RURA-ICT-00160,10-Jul-2023,Southern Province,Huye,BSC,Mobile Data/Internet,SIM Registration Issue,USSD,Internet speed far below advertised package.,150,Female,resolved,2,
RURA-ICT-00818,09/06/2023,Western Province,Nyamasheke,Liquid Telecom,Mobile Money,Unsolicited SMS/Spam,Web Portal,Customer reports repeated call drops in Nyamasheke.,71,,Pending,,1
RURA-ICT-00280,2024-06-03,Southern Province,Muhanga,REG-ICT,Mobile Money,Service Activation Delay,Call Center,Customer reports repeated call drops in Muhanga.,67,Female,open,,5
RURA-ICT-00177,2023-06-21,Eastern Province,Nyagatare,BSC,Fixed Voice,Unsolicited SMS/Spam,Social Media,Customer care line not answering after multiple attempts.,44,male,Pending,,
RURA-ICT-00684,28/04/2023,Western Province,Karongi,liquid telecom,Fixed Voice,Customer Care Unresponsive,Email,Customer reports repeated call drops in Karongi.,70,Male,resolved,2,
RURA-ICT-00582,15/08/2024,Northern Province,Gicumbi,REG ICT,Fixed Voice,Billing Dispute,Email,Delay of over a week in activating new fixed internet line.,,F,Closed,29,5
RURA-ICT-00800,2024-08-30,Southern Province,Huye,Airtel Rwanda,Fixed Internet,Data Bundle Deduction Issue,Email,Internet speed far below advertised package.,37,male,In Progress,30,5
RURA-ICT-00212,05-19-2024,Western Province,Rubavu,liquid telecom,SMS,Billing Dispute,USSD,,20,F,Closed,19,
RURA-ICT-00025,04-16-2024,Northern Province,Gicumbi,Airtel Rwanda,Fixed Internet,Network Outage,Social Media,Mobile money transfer deducted but recipient did not receive funds.,45,Female,Closed,-2,3
RURA-ICT-00454,27-Feb-2023,Western Province,Ngororero,,Fixed Internet,Unsolicited SMS/Spam,USSD,Received unsolicited promotional SMS despite opt-out request.,64,female,OPEN,,3
RURA-ICT-00185,14/03/2024,Kigali City,Nyarugenge,Broadband Systems Corporation,Mobile Voice,Billing Dispute,Social Media,Customer reports repeated call drops in Nyarugenge.,32,male,Pending,,
RURA-ICT-00768,02/07/2024,Southern Province,Nyamagabe,REG-ICT,Fixed Voice,Network Outage,USSD,SIM card registered under wrong national ID.,84,,Closed,7,
RURA-ICT-00530,15-Oct-2024,Kigali City,Kicukiro,broadband systems,Fixed Voice,Slow Internet Speed,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,51,Other,Open,,
RURA-ICT-00394,2024-11-30,Western Province,Nyabihu,Broadband Systems Corporation,Mobile Money,Unsolicited SMS/Spam,Social Media,Received unsolicited promotional SMS despite opt-out request.,150,,Resolved,20,3
RURA-ICT-00732,18-Dec-2023,Western Province,Rusizi,MTN RWANDA,Mobile Voice,Slow Internet Speed,Email,Mobile money transfer deducted but recipient did not receive funds.,46,Female,Resolved,0,
RURA-ICT-00161,12-Nov-2023,Eastern Province,Gatsibo,AIRTEL,Mobile Money,SIM Registration Issue,Call Center,Customer reports repeated call drops in Gatsibo.,50,F,open,,
RURA-ICT-00565,26/03/2023,Kigali City,Nyarugenge,airtel rwanda,Fixed Voice,Unsolicited SMS/Spam,Social Media,Complainant charged twice for the same data bundle.,72,Male,Pending,,3
RURA-ICT-00745,28-Nov-2024,Eastern Province,Rwamagana,REG-ICT,Mobile Data/Internet,Mobile Money Transaction Failure,Email,SIM card registered under wrong national ID.,,,In Progress,4,
RURA-ICT-00737,03-03-2023,Eastern Province,Bugesera,mtn rwanda,Mobile Money,Slow Internet Speed,Social Media,Complainant charged twice for the same data bundle.,65,Other,closed,999,1
RURA-ICT-00205,02-20-2023,Kigali City,Gasabo,Liquid Telecom Rwanda,Mobile Voice,Mobile Money Transaction Failure,Email,Received unsolicited promotional SMS despite opt-out request.,38,M,resolved,27,5
RURA-ICT-00053,2023-09-14,Western Province,Karongi,Broadband Systems Corporation,SMS,Network Outage,Social Media,Delay of over a week in activating new fixed internet line.,-5,male,Resolved,24,4
RURA-ICT-00423,2024-11-20,Eastern Province,Gatsibo,,SMS,Mobile Money Fraud/Scam,Social Media,SIM card registered under wrong national ID.,74,F,In Progress,28,
RURA-ICT-00639,2023-01-10,Northern Province,Burera,mtn rwanda,Mobile Data/Internet,Service Activation Delay,USSD,,59,F,Open,,
RURA-ICT-00794,24-Feb-2023,Kigali City,Nyarugenge,airtel rwanda,Fixed Voice,Service Activation Delay,Walk-in,Received suspicious SMS asking for mobile money PIN.,38,male,OPEN,,
RURA-ICT-00750,04/03/2024,Western Province,Rutsiro,mtn rwanda,Fixed Voice,Unsolicited SMS/Spam,USSD,Customer care line not answering after multiple attempts.,32,Female,Closed,13,2
RURA-ICT-00668,01-15-2024,Northern Province,Gakenke,Broadband Systems Corporation,Mobile Money,Mobile Money Transaction Failure,Walk-in,Customer reports repeated call drops in Gakenke.,,male,In Progress,27,
RURA-ICT-00556,26/01/2024,Northern Province,Burera,liquid telecom,Fixed Voice,Slow Internet Speed,USSD,Internet speed far below advertised package.,24,,In Progress,3,6
RURA-ICT-00852,08-11-2024,Northern Province,Gakenke,liquid telecom,Fixed Internet,Service Activation Delay,Web Portal,,35,Female,Closed,6,0
RURA-ICT-00482,30/07/2024,Kigali City,Kicukiro,MTN,Mobile Money,Billing Dispute,Walk-in,Received suspicious SMS asking for mobile money PIN.,16,Male,pending ,,1
RURA-ICT-00145,08-12-2024,Eastern Province,Kayonza,REG-ICT,Mobile Voice,Billing Dispute,USSD,Mobile money transfer deducted but recipient did not receive funds.,57,Female,closed,4,5
RURA-ICT-00403,10-Feb-2023,Southern Province,Nyamagabe,MTN RWANDA,Mobile Money,Service Activation Delay,Walk-in,Received unsolicited promotional SMS despite opt-out request.,54,,OPEN,,3
RURA-ICT-00219,2023-03-18,Southern Province,Gisagara,MTN Rwanda,Mobile Money,Billing Dispute,Social Media,,77,M,OPEN,,2
RURA-ICT-00315,28-Aug-2024,Eastern Province,Kirehe,REG ICT,SMS,Unsolicited SMS/Spam,Walk-in,No network coverage since yesterday evening.,71,male,pending ,,4
RURA-ICT-00868,05-04-2023,Southern Province,Nyaruguru,M.T.N Rwanda,Mobile Data/Internet,Poor Network Quality,Walk-in,Complainant charged twice for the same data bundle.,60,male,Pending,,5
RURA-ICT-00384,27-Jan-2024,Kigali City,Kicukiro,MTN,Fixed Internet,Slow Internet Speed,Social Media,,85,Female,Resolved,15,
RURA-ICT-00419,10-Apr-2024,Kigali City,Gasabo,Liquid Telecom Rwanda,Fixed Voice,Unsolicited SMS/Spam,USSD,Customer reports repeated call drops in Gasabo.,67,Male,In Progress,11,1
RURA-ICT-00562,29/01/2024,Western Province,Nyabihu,AIRTEL,Mobile Data/Internet,Billing Dispute,USSD,Customer care line not answering after multiple attempts.,28,,resolved,1,
RURA-ICT-00747,2024-01-23,Kigali City,Gasabo,liquid telecom,Fixed Voice,Customer Care Unresponsive,USSD,Mobile money transfer deducted but recipient did not receive funds.,35,,Resolved,20,
RURA-ICT-00746,2024-09-28,Western Province,Nyabihu,Liquid Telecom,Fixed Internet,Service Activation Delay,Email,Received suspicious SMS asking for mobile money PIN.,21,male,Pending,,5
RURA-ICT-00832,25/10/2024,Southern Province,Muhanga,,Mobile Money,Customer Care Unresponsive,Email,Customer care line not answering after multiple attempts.,77,Male,resolved,12,
RURA-ICT-00676,10-11-2024,Kigali City,Nyarugenge,REG-ICT,SMS,Data Bundle Deduction Issue,Call Center,Customer care line not answering after multiple attempts.,44,male,OPEN,,
RURA-ICT-00857,28-Mar-2023,Southern Province,Nyamagabe,Liquid Telecom Rwanda,Fixed Internet,Service Activation Delay,Email,,18,male,Closed,28,0
RURA-ICT-00707,06-21-2023,Northern Province,Musanze,MTN,Fixed Internet,Poor Network Quality,Walk-in,SIM card registered under wrong national ID.,66,male,pending ,,3
RURA-ICT-00196,2023-05-01,Western Province,Nyabihu,Liquid Telecom Rwanda,Mobile Money,Billing Dispute,Web Portal,,70,male,closed,8,5
RURA-ICT-00730,06-Feb-2023,Eastern Province,Nyagatare,M.T.N Rwanda,Fixed Internet,Billing Dispute,Email,Complainant charged twice for the same data bundle.,60,,Open,,2
RURA-ICT-00223,2024-12-14,Eastern Province,Kirehe,Liquid Telecom Rwanda,Mobile Money,Slow Internet Speed,Call Center,,150,,OPEN,,5
RURA-ICT-00849,2024-10-11,Eastern Province,Rwamagana,REG ICT,SMS,Unsolicited SMS/Spam,Email,SIM card registered under wrong national ID.,27,F,In Progress,25,1
RURA-ICT-00211,02-02-2024,Northern Province,Musanze,liquid telecom,Fixed Voice,Network Outage,Walk-in,,38,Male,In Progress,10,3
RURA-ICT-00543,2024-01-07,Eastern Province,Nyagatre,liquid telecom,Fixed Internet,Mobile Money Transaction Failure,Social Media,Customer reports repeated call drops in Nyagatre.,,M,OPEN,,2
RURA-ICT-00137,05-01-2023,Kigali City,Kicukiro,Liquid Telecom Rwanda,Fixed Internet,Service Activation Delay,USSD,,44,Female,closed,15,
RURA-ICT-00409,02-Mar-2024,Eastern Province,Rwamagana,MTN Rwanda,Mobile Data/Internet,Poor Network Quality,Web Portal,Received suspicious SMS asking for mobile money PIN.,42,Male,In Progress,16,2
RURA-ICT-00682,08-24-2024,Northern Province,Gicumbi,Airtel,Fixed Voice,Mobile Money Fraud/Scam,Social Media,Delay of over a week in activating new fixed internet line.,42,Other,open,,4
RURA-ICT-00334,08-Apr-2024,Southern Province,Kamonyi,,Mobile Data/Internet,Data Bundle Deduction Issue,USSD,SIM card registered under wrong national ID.,16,M,closed,19,
RURA-ICT-00346,23-Jul-2023,Western Province,Ngororero,mtn rwanda,Fixed Internet,Slow Internet Speed,USSD,No network coverage since yesterday evening.,18,M,open,,
RURA-ICT-00373,08-14-2024,Kigali City,Kicukiro,Broadband Systems Corporation,Mobile Voice,Customer Care Unresponsive,Web Portal,Customer reports repeated call drops in Kicukiro.,42,female,closed,9,
RURA-ICT-00475,31/07/2023,Northern Province,Burera,Liquid Telecom,Fixed Voice,Unsolicited SMS/Spam,Social Media,Internet speed far below advertised package.,52,Female,OPEN,,4
RURA-ICT-00774,2024-10-07,Southern Province,Ruhango,REG-ICT,Fixed Voice,Mobile Money Fraud/Scam,Email,,0,Female,OPEN,,4
RURA-ICT-00455,10-Apr-2023,Southern Province,Huye,airtel rwanda,Mobile Money,Slow Internet Speed,Call Center,Internet speed far below advertised package.,61,,Resolved,21,
RURA-ICT-00464,07-Mar-2023,Kigali City,Nyarugenge,Broadband Systems Corporation,Mobile Voice,Poor Network Quality,Email,Received suspicious SMS asking for mobile money PIN.,27,,In Progress,23,2
RURA-ICT-00472,16/10/2023,Eastern Province,Kirehe,airtel rwanda,Mobile Data/Internet,Service Activation Delay,USSD,,150,Male,Resolved,12,5
RURA-ICT-00428,17-Jan-2024,Northern Province,Burera,,Mobile Voice,Service Activation Delay,Email,No network coverage since yesterday evening.,36,male,Resolved,0,4
RURA-ICT-00432,01-31-2024,Western Province,Rutsiro,mtn rwanda,Fixed Internet,Billing Dispute,Web Portal,SIM card registered under wrong national ID.,,female,resolved,14,1
RURA-ICT-00416,28-Aug-2024,Northern Province,Gakenke,Airtel,Mobile Voice,Data Bundle Deduction Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,51,M,Pending,,2
RURA-ICT-00214,12-11-2023,Kigali City,Nyarugenge,Liquid Telecom Rwanda,Mobile Money,Service Activation Delay,Social Media,Complainant charged twice for the same data bundle.,36,,In Progress,30,3
RURA-ICT-00362,19/10/2023,Southern Province,Nyamagabe,MTN Rwanda,Mobile Voice,Data Bundle Deduction Issue,Walk-in,Billed for services not subscribed to.,62,M,OPEN,,
RURA-ICT-00642,2023-12-08,Eastern Province,Kayonza,MTN,Mobile Voice,Mobile Money Fraud/Scam,Email,Delay of over a week in activating new fixed internet line.,26,M,open,,2
RURA-ICT-00129,22-Dec-2024,Northern Province,Gicumbi,REG ICT,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,,60,male,Closed,18,4
RURA-ICT-00412,2024-04-09,Kigali City,Nyarugenge,Liquid Telecom,Mobile Data/Internet,Data Bundle Deduction Issue,Email,Delay of over a week in activating new fixed internet line.,22,Male,Resolved,0,1
RURA-ICT-00233,29-Oct-2024,Eastern Province,Rwamagana,Airtel,Mobile Data/Internet,Service Activation Delay,Walk-in,Received suspicious SMS asking for mobile money PIN.,17,Other,Closed,20,
RURA-ICT-00555,19-Aug-2023,Kigali City,Kicukiro,Airtel,Mobile Money,Network Outage,Social Media,SIM card registered under wrong national ID.,67,male,Resolved,0,1
RURA-ICT-00728,24-Apr-2023,Western Province,Rutsiro,REG ICT,Fixed Internet,Slow Internet Speed,Call Center,,49,M,pending ,,
RURA-ICT-00421,2024-07-26,Kigali City,Gasabo,broadband systems,Mobile Voice,SIM Registration Issue,Email,Billed for services not subscribed to.,42,Male,OPEN,,2
RURA-ICT-00471,2024-08-12,Eastern Province,Bugesera,Airtel Rwanda,Fixed Internet,Mobile Money Transaction Failure,Web Portal,SIM card registered under wrong national ID.,47,Male,closed,21,3
RURA-ICT-00044,21-Feb-2024,Western Province,Ngororero,liquid telecom,Mobile Voice,Customer Care Unresponsive,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,46,Other,open,,4
RURA-ICT-00779,19/06/2024,Southern Province,Nyamagabe,REG ICT,SMS,Service Activation Delay,Walk-in,Received suspicious SMS asking for mobile money PIN.,63,male,OPEN,,2
RURA-ICT-00308,18-Feb-2023,Kigali City,Gasabo,airtel rwanda,Fixed Internet,Mobile Money Fraud/Scam,Email,Delay of over a week in activating new fixed internet line.,0,M,pending ,,
RURA-ICT-00443,03-09-2023,Northern Province,Musanze District,,Mobile Voice,Unsolicited SMS/Spam,Call Center,Customer reports repeated call drops in Musanze District.,28,F,closed,6,2
RURA-ICT-00022,28-Mar-2024,Eastern Province,Bugesera,Liquid Telecom Rwanda,Mobile Voice,SIM Registration Issue,Walk-in,No network coverage since yesterday evening.,30,F,closed,22,5
RURA-ICT-00758,14/01/2024,Kigali City,Nyarugenge,M.T.N Rwanda,SMS,Mobile Money Transaction Failure,Call Center,Customer reports repeated call drops in Nyarugenge.,70,Other,Pending,,4
RURA-ICT-00377,05-28-2023,Kigali City,Kicukiro,liquid telecom,Fixed Voice,Unsolicited SMS/Spam,Social Media,Mobile money transfer deducted but recipient did not receive funds.,66,Male,Closed,21,3
RURA-ICT-00844,03-26-2024,Southern Province,huye,liquid telecom,SMS,Mobile Money Transaction Failure,Walk-in,Received unsolicited promotional SMS despite opt-out request.,47,Male,In Progress,15,5
RURA-ICT-00264,2024-07-08,Kigali City,gasabo,liquid telecom,Mobile Money,Billing Dispute,Call Center,Mobile money transfer deducted but recipient did not receive funds.,73,F,closed,21,2
RURA-ICT-00295,27-Apr-2024,Western Province,Rutsiro,MTN,Fixed Internet,Service Activation Delay,Call Center,No network coverage since yesterday evening.,150,Female,open,,5
RURA-ICT-00179,31-Mar-2023,Eastern Province,Nyagatre,MTN,Mobile Money,Network Outage,Social Media,SIM card registered under wrong national ID.,31,Female,closed,23,3
RURA-ICT-00749,29/04/2023,Western Province,Nyamasheke,airtel rwanda,Mobile Data/Internet,SIM Registration Issue,Walk-in,SIM card registered under wrong national ID.,68,female,Pending,,
RURA-ICT-00653,2023-08-05,Kigali City,GASABO,MTN,Mobile Money,Billing Dispute,USSD,Complainant charged twice for the same data bundle.,55,Female,open,,1
RURA-ICT-00294,2023-05-22,Southern Province,Ruhango,Liquid Telecom,SMS,SIM Registration Issue,Web Portal,,73,Male,resolved,16,3
RURA-ICT-00148,09-06-2023,Eastern Province,Rwamagana,REG ICT,Fixed Internet,Customer Care Unresponsive,USSD,Internet speed far below advertised package.,26,Other,OPEN,,1
RURA-ICT-00812,2024-09-15,Western Province,Rutsiro,Broadband Systems Corporation,Mobile Voice,SIM Registration Issue,Email,No network coverage since yesterday evening.,26,female,Open,,3
RURA-ICT-00369,12-06-2023,Western Province,Ngororero,liquid telecom,SMS,Network Outage,Walk-in,Billed for services not subscribed to.,,Male,In Progress,0,4
RURA-ICT-00550,04-21-2024,Western Province,Rubavu,Liquid Telecom,SMS,SIM Registration Issue,Walk-in,Customer reports repeated call drops in Rubavu.,75,,In Progress,25,3
RURA-ICT-00884,27/07/2024,Northern Province,Gakenke,liquid telecom,Fixed Voice,Service Activation Delay,USSD,,25,Female,closed,22,4
RURA-ICT-00864,11-06-2024,Eastern Province,Ngoma,REG-ICT,Mobile Data/Internet,Mobile Money Transaction Failure,Email,,75,male,OPEN,,2
RURA-ICT-00043,05-21-2024,Eastern Province,Kayonza,broadband systems,SMS,Service Activation Delay,Social Media,Customer reports repeated call drops in Kayonza.,43,female,Resolved,10,
RURA-ICT-00466,09-Oct-2023,Eastern Province,Bugesera,AIRTEL,Mobile Data/Internet,Billing Dispute,Call Center,Mobile money transfer deducted but recipient did not receive funds.,23,Other,OPEN,,1
RURA-ICT-00652,19-Oct-2024,Northern Province,Gakenke,REG-ICT,Fixed Voice,Unsolicited SMS/Spam,Social Media,Billed for services not subscribed to.,37,M,Resolved,20,3
RURA-ICT-00354,17-Nov-2023,Southern Province,Ruhango,AIRTEL,Fixed Internet,Network Outage,USSD,,84,M,resolved,14,1
RURA-ICT-00873,22/08/2024,Northern Province,Gicumbi,MTN,Mobile Money,Billing Dispute,Social Media,,34,male,open,,1
